screen_seq,record_id,doi,arxiv_id,title,authors,year,venue,venue_tier,lineages,screen_score,abstract_available,decision,reason_code,note,lineage_final,screened_utc,screener
49,doi:10.1109/lra.2023.3296935,10.1109/lra.2023.3296935,,Cascade RDN: Towards Accurate Localization in Industrial Visual Anomaly Detection With Structural Anomaly Generation,Jian Zhang; Ge Yang; Runwei Ding; Yidi Li,2023,IEEE Robotics and Automation Letters,R,L8_public_benchmarks_transfer; L_killer_precision,15.159,true,EXCLUDE,WRONG_OBJECT,Industrial visual (image) anomaly localization; not robot-signal health,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
50,doi:10.1002/rob.22231,10.1002/rob.22231,,Autonomous aerial robotics for package delivery: A technical review,Jack Saunders; Sajad Saeedi; Wenbin Li,2023,Journal of Field Robotics,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,15.0,true,EXCLUDE,WRONG_OBJECT,Aerial package delivery review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
51,doi:10.1088/1742-6596/2383/1/012062,10.1088/1742-6596/2383/1/012062,,Research on fault diagnosis of hot die forging multi-station feeding manipulator,Dong Yang,2022,Journal of Physics: Conference Series,other,L2_manipulator_actuator_sensor_fdi; L_killer_precision,15.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Expert-system fault tree for forging feeder mechanism,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
52,doi:10.1109/access.2021.3110947,10.1109/access.2021.3110947,,Deep Learning-Based Fault Diagnosis of Photovoltaic Systems: A Comprehensive Review and Enhancement Prospects,Majdi Mansouri; Mohamed Trabelsi; Hazem Nounou; Mohamed Nounou,2021,IEEE Access,other,L10_cross_robot_few_shot; L11_active_diagnosis; L4_structured_chain_graph_dynamics,15.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Photovoltaic fault diagnosis review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
53,doi:10.1109/csis-iac63491.2024.10919436,10.1109/csis-iac63491.2024.10919436,,Fault Diagnosis of Central Rigid Body-Flexible Manipulator Based on Iterative Learning Control,Jianxiang Zhang; Yu Song; Yanli Gan,2024,2024 International Annual Conference on Complex Systems and Intelligent Science (CSIS-IAC),other,L2_manipulator_actuator_sensor_fdi; L_killer_precision,15.0,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,ILC-based actuator fault estimator for rigid-flexible manipulator; weak conference,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
54,doi:10.1145/3691338,10.1145/3691338,,Deep Learning for Time Series Anomaly Detection: A Survey,Zahra Zamanzadeh Darban; Geoffrey I. Webb; Shirui Pan; Charų C. Aggarwal; Mahsa Salehi,2024,ACM Computing Surveys,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,15.0,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,ACM Computing Surveys 2024 deep TSAD survey; L7 landscape + baseline-selection evidence,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
55,doi:10.1186/s13007-021-00722-9,10.1186/s13007-021-00722-9,,Plant diseases and pests detection based on deep learning: a review,Jun Liu; Xuewei Wang,2021,Plant Methods,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer; L9_foundation_multimodal,15.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Plant disease detection review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
56,doi:10.2139/ssrn.4855654,10.2139/ssrn.4855654,,Global Convolutional Network and Sample Imbalance Loss for the Robust Gear Fault Diagnosis of Reciprocating Manipulator,Yilin Jiang; Xiao Zhou; Manyi Wang; Tianming Chen; Longmiao Chen,2024,,other,L2_manipulator_actuator_sensor_fdi; L_killer_precision,15.0,false,EXCLUDE,PROCESS_MACHINERY_ONLY,Gear fault diagnosis (SSRN stub); component-level rotating machinery,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
57,doi:10.32920/ryerson.14651937,10.32920/ryerson.14651937,,Multiple Working Mode Based Door Opening Control and Fault Detection of Mobile Modular and Reconfigurable Robot,Saleh Ahmad Ali,2021,,other,L2_manipulator_actuator_sensor_fdi; L_killer_precision,15.0,true,EXCLUDE,OFF_TOPIC_OTHER,"MSc thesis on door-opening control with fault detection; not a paper, control-centric",,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
58,doi:10.3390/computers13120336,10.3390/computers13120336,,"The YOLO Framework: A Comprehensive Review of Evolution, Applications, and Benchmarks in Object Detection",Momina Liaqat Ali; Zhou Zhang,2024,Computers,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer; L9_foundation_multimodal,15.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,YOLO object detection review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
59,doi:10.1109/aris59192.2023.10268533,10.1109/aris59192.2023.10268533,,Fast Collision Detection for Robot Manipulator Path: an Approach Based on Implicit Neural Representation of Multiple Swept Volumes,Ming-Hsiu Lee; Jing-Sin Liu,2023,2023 International Conference on Advanced Robotics and Intelligent Systems (ARIS),other,L4_structured_chain_graph_dynamics; L_killer_precision,14.966,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,"Swept-volume geometric collision checking for path planning, not physical contact detection",,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
60,doi:10.48550/arxiv.2501.17773,10.48550/arxiv.2501.17773,2501.17773v3,SafePR: Unified Approach for Safe Parallel Robots by Contact Detection and Reaction with Redundancy Resolution,Aran Mohammad; Tim-Lukas Habich; Thomas Seel; Moritz Schappler,2025,arXiv (Cornell University),other,L3_learned_momentum_observer; L6_contact_collision_localization,14.916,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"SafePR: contact detection+reaction for parallel robots (2025); L6 line, Hannover PR group",L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
61,doi:10.23919/ecc54610.2021.9654913,10.23919/ecc54610.2021.9654913,2104.01817v1,Fault-tolerant Control of Robot Manipulators with Sensory Faults using Unbiased Active Inference,Mohamed Baioumy; Corrado Pezzato; Riccardo Ferrari; Carlos Hernández; Nick Hawes,2021,2021 European Control Conference (ECC),other,L2_manipulator_actuator_sensor_fdi; L5_lie_geometry_equivariant,14.7,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Active-inference unbiased state estimation for manipulator sensory-fault tolerance; distinctive L2 probabilistic-threshold line,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
62,doi:10.1002/rob.22125,10.1002/rob.22125,,Research on robotic manipulator fault detection and diagnosis technology based on machine vision in complex environments,Jinghui Pan; Lili Qu; Kaixiang Peng,2022,Journal of Field Robotics,other,L2_manipulator_actuator_sensor_fdi; L5_lie_geometry_equivariant,14.539,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Machine-vision manipulator fault detection; different modality from proprioceptive line,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
63,doi:10.1016/j.apenergy.2021.116601,10.1016/j.apenergy.2021.116601,,"Artificial intelligence based anomaly detection of energy consumption in buildings: A review, current trends and new perspectives",Yassine Himeur; Khalida Ghanem; Abdullah Alsalemi; Fayçal Bensaali; Abbes Amira,2021,Applied Energy,other,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer; L9_foundation_multimodal,14.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Building energy anomaly review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
64,doi:10.1017/s0140525x12000477,10.1017/s0140525x12000477,,"Whatever next? Predictive brains, situated agents, and the future of cognitive science",Andy Clark,2013,Behavioral and Brain Sciences,other,L5_lie_geometry_equivariant; L6_contact_collision_localization; L9_foundation_multimodal,14.5,true,EXCLUDE,PRE_WINDOW_NOT_CLASSIC,Predictive-processing cognitive science essay; not a robotics FDI classic,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
65,doi:10.1109/access.2023.3237554,10.1109/access.2023.3237554,,Distributed Anomaly Detection in Smart Grids: A Federated Learning-Based Approach,J. Jithish; Bithin Alangot; Nagarajan Mahalingam; Kiat Seng Yeo,2023,IEEE Access,other,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer; L9_foundation_multimodal,14.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Smart-grid federated anomaly detection,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
66,doi:10.1109/access.2023.3282993,10.1109/access.2023.3282993,,A Survey on Unsupervised Anomaly Detection Algorithms for Industrial Images,Yajie Cui; Zhaoxiang Liu; Shiguo Lian,2023,IEEE Access,other,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer; L9_foundation_multimodal,14.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Industrial image anomaly survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
67,doi:10.3390/data11070165,10.3390/data11070165,,A Pilot-Real-Calibrated Indoor Robotic IoT Benchmark Dataset for Edge-Assisted Mobile Robot Navigation and Anomaly Detection,Burak Aggul,2026,Data,MDPI,L8_public_benchmarks_transfer; L_killer_precision; L_recent_2025_2026,14.5,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,"Mobile-robot IoT anomaly benchmark (MDPI Data); dataset-landscape context only, wrong platform",L8_public_benchmarks_transfer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
68,doi:10.1016/j.engappai.2025.111310,10.1016/j.engappai.2025.111310,,A real-time anomaly detection method for robots based on a flexible and sparse latent space,Taewook Kang; Bum-Jae You; Juyoun Park; Yisoo Lee,2025,Engineering Applications of Artificial Intelligence,other,L8_public_benchmarks_transfer; L9_foundation_multimodal,14.466,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,2025 EAAI real-time robot AD with flexible sparse latent space; recent robot-AD method (no abstract indexed),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
69,doi:10.1109/ccdc62350.2024.10588355,10.1109/ccdc62350.2024.10588355,,Adaptive fault-tolerant visual control of robot manipulator based on unequal-actuation scheme,Heng Yang; Wei Shu; Liang Yang; Yong Chen,2024,2024 36th Chinese Control and Decision Conference (CCDC),other,L5_lie_geometry_equivariant; L_killer_precision,14.416,true,EXCLUDE,OFF_TOPIC_OTHER,Adaptive FT visual servo control; controller synthesis,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
70,doi:10.1177/01423312241239375,10.1177/01423312241239375,,Adaptive collision detection algorithm design for six-axis industrial manipulator with accurate payload estimation,Shan Chen; Xinfu Zhang; Heng Zhang; Haijun Liu; Fangfang Dong; Jiang Han,2024,Transactions of the Institute of Measurement and Control,other,L2_manipulator_actuator_sensor_fdi; L3_learned_momentum_observer,14.416,true,INCLUDE_PRIORITY,DIRECT_NEIGHBOR_CANDIDATE,Collision detection under payload variation with adaptive threshold; exactly the context-shift failure mode our question targets,L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
71,doi:10.1002/rob.22114,10.1002/rob.22114,,Actuator fault detection for masonry robot manipulator arm with the interval observer,Jinbao Zhao; Ke Zhang; Maxiao Hou; Hao Zhang; Yunfei Bai; Yanzheng Huang; Jianan Li,2022,Journal of Field Robotics,other,L2_manipulator_actuator_sensor_fdi; L5_lie_geometry_equivariant,14.248,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Interval-observer actuator FD for masonry arm; niche application of observer FDI,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
72,doi:10.1016/j.mechatronics.2021.102603,10.1016/j.mechatronics.2021.102603,,A nonlinear momentum observer for sensorless robot collision detection under model uncertainties,Yi Li; Yanhui Li; Mingchao Zhu; Zhenbang Xu; Deqiang Mu,2021,Mechatronics,other,L3_learned_momentum_observer; L7_mtsad_context_ood_sequential,14.228,false,INCLUDE_PRIORITY,DIRECT_NEIGHBOR_CANDIDATE,Nonlinear momentum observer for sensorless collision detection under model uncertainty; core L3 line,L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
73,doi:10.1016/j.cviu.2022.103525,10.1016/j.cviu.2022.103525,,Deep learning for deepfakes creation and detection: A survey,Thanh Thi Nguyen; Thanh Thi Nguyen; Quoc Viet Hung Nguyen; Dung T. Nguyen; Duc Thanh Nguyen; Thien Huynh‐The; Saeid Nahavandi; Thanh Thi Nguyen; Thành Tâm Nguyên; Quoc‐Viet Pham; Cuong Nguyen,2022,Computer Vision and Image Understanding,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,14.0,false,EXCLUDE,NOT_ROBOT_DOMAIN,Deepfake detection survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
74,doi:10.2139/ssrn.4792062,10.2139/ssrn.4792062,,Multi-Domain Neural Process Model Based on Source Attention for Industrial Robot Anomaly Detection,Bo Yang; Yuhang Huang; Jian Jiao; Wenlong Xu; Lei Liu; Keqiang Xie; Nan Dong,2024,,other,L9_foundation_multimodal; L_killer_precision,14.0,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"Multi-domain neural process for industrial robot AD; L10 cross-domain candidate, SSRN access to be attempted",L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
75,doi:10.2139/ssrn.5365526,10.2139/ssrn.5365526,,A Cross-Environment Transfer Learning Method for Industrial Robot State Perception: Anomaly Detection Research from Laboratory to Factory Settings,Jiale Feng; Bo Yang; Shilong Wang; Sibao Wang; Yucheng Zhang; Weishan Long; Heyao Wang,2025,,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,14.0,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"Cross-environment (lab-to-factory) transfer AD for industrial robot state; L10 candidate, SSRN access to be attempted",L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
76,doi:10.2139/ssrn.6993291,10.2139/ssrn.6993291,,Cross-Environment Transfer-Learning Method for Industrial-Robot State Perception: Anomaly-Detection Research from Laboratory to Factory Settings,Jiale Feng; Bo Yang; Shilong Wang; Sibao Wang; Yucheng Zhang; Weishan Long; Heyao Wang,2026,,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,14.0,false,EXCLUDE,DUPLICATE_VARIANT,Same title/topic as ssrn.5365526 (2025); later SSRN duplicate,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
77,doi:10.32920/ryerson.14651667.v1,10.32920/ryerson.14651667.v1,,Power efficiency estimation based health monitoring and fault detection of modular and reconfigurable robot,Jing Yaun,2021,,other,L5_lie_geometry_equivariant; L_killer_precision,14.0,true,EXCLUDE,OFF_TOPIC_OTHER,"MSc thesis, power-efficiency health monitoring of modular robot",,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
78,doi:10.36306/konjes.760789,10.36306/konjes.760789,,EXTREMUM SEEKING BASED FAULT ESTIMATION FOR OUTPUT FEEDBACK CONTROL OF FLEXIBLE-JOINT ROBOT MANIPULATOR,Selami BEYHAN,2021,Konya Journal of Engineering Sciences,other,L5_lie_geometry_equivariant; L_killer_precision,14.0,true,EXCLUDE,OFF_TOPIC_OTHER,"Extremum-seeking fault estimation for output-feedback control; control-centric, weak venue",,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
79,doi:10.48550/arxiv.2308.09656,10.48550/arxiv.2308.09656,,Safe Collision and Clamping Reaction for Parallel Robots During Human-Robot Collaboration,Aran Mohammad; Moritz Schappler; Tim-Lukas Habich; Tobias Ortmaier,2023,arXiv (Cornell University),other,L3_learned_momentum_observer; L6_contact_collision_localization,14.0,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Collision/clamping discrimination + reaction on real planar parallel robot; L6,L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
80,doi:10.48550/arxiv.2402.10350,10.48550/arxiv.2402.10350,,Large Language Models for Forecasting and Anomaly Detection: A Systematic Literature Review,Jing Su; Chufeng Jiang; Xin Jin; Yuxin Qiao; Tingsong Xiao; Hongda Ma; Rong Wei; Zhi Jing; Jiajun Xu; Junhong Lin,2024,arXiv (Cornell University),other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential; L9_foundation_multimodal,14.0,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,LLM forecasting/AD literature review; L9 foundation-model landscape context,L9_foundation_multimodal,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
81,doi:10.9734/bpi/naer/v13/12724d,10.9734/bpi/naer/v13/12724d,,Implementation of Fault-Tolerant Control for a Robot Manipulator Based on Synchronous Sliding Mode Control: An Advanced Study,Quang Dan Le; Hee-Jun Kang,2021,New Approaches in Engineering Research Vol. 13,other,L5_lie_geometry_equivariant; L_killer_precision,14.0,true,EXCLUDE,OFF_TOPIC_OTHER,Book-chapter reprint of FTC sliding-mode controller,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
82,doi:10.1002/rob.22583,10.1002/rob.22583,,Fault Detection and Diagnosis of Multi‐Joint Manipulator Based on Multi‐Information Fusion and Deep‐Learning Machine Vision,Jinghui Pan,2025,Journal of Field Robotics,other,L2_manipulator_actuator_sensor_fdi; L5_lie_geometry_equivariant,13.916,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Vision+fusion FDD for multi-joint manipulator; different modality,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
83,doi:10.1109/phm-hangzhou58797.2023.10482745,10.1109/phm-hangzhou58797.2023.10482745,,Cross-Device Anomaly Detection of Health Status for Industrial Robot Joints Based on SWDCGAN-Deep CORAL,Hailong Zhao; Lei Xiao; Biyue Zhang,2023,2023 Global Reliability and Prognostics and Health Management Conference (PHM-Hangzhou),other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,13.916,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Cross-device robot-joint AD via DCGAN + Deep CORAL; direct L10 (cross-device transfer with few anomalies),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
84,doi:10.1109/icra48506.2021.9561667,10.1109/icra48506.2021.9561667,,Momentum Observer-Based Collision Detection Using LSTM for Model Uncertainty Learning,Daegyu Lim; Donghyeon Kim; Jaeheung Park,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),R,L3_learned_momentum_observer; L7_mtsad_context_ood_sequential,13.667,true,INCLUDE_PRIORITY,DIRECT_NEIGHBOR_CANDIDATE,MOB + LSTM learned model-uncertainty for collision detection (ICRA21); core L3 learned-residual line,L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
